"id","data.list.id","title","created","iso3","url"
44994,540489,"Syrian refugee children: Great need for school and a supportive environment",2012-11-29,"lbn","http://reliefweb.int/node/540489"
45195,545905,"Monthly Humanitarian Bulletin Indonesia Issue 11 | 01 - 30 November 2012",2012-11-30,"idn","http://reliefweb.int/node/545905"
45396,543947,"IOM Philippines Tropical Cyclone “Bopha” Situation Report - 04 December 2012",2012-12-03,"phl","http://reliefweb.int/node/543947"
45597,541822,"A Peace Process without the Participation of Women Will Not Work",2012-12-04,"afg","http://reliefweb.int/node/541822"
45798,542053,"Funding: the appeal of an exit strategy",2012-12-05,"wld","http://reliefweb.int/node/542053"
45999,542360,"The World Health Organization receives donations for Gaza",2012-12-06,"pse","http://reliefweb.int/node/542360"
46200,542602,"An examination of pharmaceutical systems in severely disrupted countries",2012-12-07,"wld","http://reliefweb.int/node/542602"
46401,543119,"Typhoon Bopha Brings Devastation and Death to a Fertile Valley in the Philippines",2012-12-10,"phl","http://reliefweb.int/node/543119"
46602,543467,"Large scale reconstruction efforts underway in typhoon damaged Palau",2012-12-11,"plw","http://reliefweb.int/node/543467"
46803,543732,"Philippines Typhoon Bopha Situation Report No. 6 (as of 12 December)",2012-12-12,"phl","http://reliefweb.int/node/543732"
47004,544075,"Weekly Report On Israeli Human Rights Violations in the Occupied Palestinian Territory (06- 12 Dec 2012)",2012-12-13,"pse","http://reliefweb.int/node/544075"
47205,544410,"The Devastating Crisis in Eastern Congo: Testimony by Mvemba Phezo Dizolele, Visiting Fellow, Hoover Institution on War, Revolution and Peace",2012-12-14,"cod","http://reliefweb.int/node/544410"
47406,544559,"Ethiopia Introduces Health-Care Phone Service",2012-12-16,"eth","http://reliefweb.int/node/544559"
47607,545197,"No deal yet but major steps made in Sudan, S.Sudan talks",2012-12-18,"sdn","http://reliefweb.int/node/545197"
47808,545508,"Preventing Chemical Weapons Use in Syria",2012-12-19,"syr","http://reliefweb.int/node/545508"
48009,545820,"La Comisión Europea destina 28 mil dólares para asisitir a los afectados por las inundaciones en Panamá",2012-12-20,"pan","http://reliefweb.int/node/545820"
48210,546181,"South Sudan admits shooting down UN chopper",2012-12-21,"ssd","http://reliefweb.int/node/546181"
48411,546233,"Strong Coalition Message Against Targeting Civilians",2012-12-22,"syr","http://reliefweb.int/node/546233"
48612,546596,"Four dead as heavy rains flood Iraq capital",2012-12-26,"irq","http://reliefweb.int/node/546596"
48813,546957,"Red Cross evacuates eight workers from C. Africa",2012-12-28,"caf","http://reliefweb.int/node/546957"
